buzz	hippie	pooh	alaska	gadget	jockey	harbor	league	argyle	chip	fossil	handle	buckle	feisty	dale	septum	almond	import	flurry	snow	baloo	hearth	lather	frolic	honest	gaston	button	bridal	helmet	bubble	droopy	hotdog	ariel	flight	hyphen	gambit	soccer	ribbon	advent	dopey	hiccup	eeyore	donald	lentil	apple	alpine	afford	buzzer	ladder	doc	tinker	agency	agenda	frozen	amulet	hermit	gerbil	bureau	icicle	alcove	daisy	grouse	elsa	antler	apollo	flower	flora	hook	hobbit	gadfly	flavor	squash	teapot	abacus	olaf	surfer	alpaca	icebox	answer	hymnal	greens	kidney	kitten	feline	action	gelato	tigger	simba	dublin	adverb	radish	lawyer	hurdle	legume	mulan	goofy
0.649256428291413	0.606196852252245	0.637556804048407	0.674763481917131	0.657465998380607	0.654233664873065	0.634553039827751	0.620312952591645	0.701185332253321	0.658396823285736	0.621762807804358	0.698466325346929	0.60494052890373	0.61673659917243	0.680098853478972	0.585735584302014	0.56408592936503	0.623116750848481	0.625492014962252	0.644562629221183	0.736104161360361	0.634274759718854	0.67008222982623	0.599839777462421	0.632507097062432	0.63605438608527	0.656749571698341	0.651699927908642	0.693526805148921	0.674965277255679	0.665056856734249	0.665263472488049	0.708446749873345	0.640740917300434	0.662327448564008	0.610470799466956	0.685112032032076	0.643050199263294	0.629343804873823	0.679576319556778	0.579342751697598	0.680343500824765	0.702904635042279	0.627574154207252	0.666183333630085	0.688979947177559	0.609490239449039	0.624010993622473	0.575634881203457	0.670781969156645	0.7300030222451	0.624553367606855	0.654176567837398	0.72609079885453	0.667749431671376	0.640393423043684	0.610749348155131	0.684651474011419	0.65791342946443	0.700019848602736	0.731950566694696	0.666854431693223	0.695872206365955	0.631296002935844	0.55851212648781	0.660619536850185	0.692682945325443	0.717458150710388	0.67843127374331	0.641607507097057	0.660553787545123	0.613190819665423	0.670254353406449	0.69089063208702	0.666225105631296	0.637441870095181	0.657106534553075	0.697780184582537	0.697413594070322	0.611458423339191	0.716276432459614	0.645160805336404	0.661653310516987	0.674070427132144	0.644938615625891	0.650855538243768	0.699343301236816	0.690534713162416	0.605603365832554	0.604479980711877	0.669834555364783	0.653145854250127	0.651059099329018	0.671612676099505	0.706267847690782	0.663273755238689
0.353176710470226	0.578007476305813	0.451567740509451	0.551756046096566	0.583257473274649	0.530760603165684	0.672632000902474	0.778868406394044	0.560509598439229	0.470742795073207	0.502039630645888	0.554795990227864	0.449175649921522	0.650442414790842	0.469585197112554	0.603373316633816	0.597471384477306	0.571594816361999	0.545590092211713	0.462161545752562	0.529126120509005	0.539720895897128	0.47403075434559	0.579657487715522	0.567455792444848	0.45766857210583	0.609367274814107	0.489432736014715	0.591138551268593	0.531655306928358	0.390228925595069	0.55943821730966	0.463835792126745	0.588467977068602	0.615541304075946	0.481410850909335	0.624648068766942	0.714785287646847	0.524671976889543	0.426484927571229	0.583249211982328	0.5972931213047	0.49750016045966	0.546018350291641	0.407004131290241	0.511624943995771	0.531546777682921	0.585809746681945	0.658794980872204	0.440500324812377	0.465091139793822	0.683079692410799	0.493841120100503	0.588708362692819	0.530044786805506	0.469885166308541	0.610582373360912	0.579712884014832	0.639958333916741	0.581256699964534	0.504444312268044	0.54567186572707	0.538190651018959	0.451076082445671	0.569867219062032	0.550260646611692	0.426695552057154	0.505945863546319	0.575628682189946	0.503194837450989	0.562453168960059	0.641144291376367	0.465682891534332	0.488524937177026	0.495649552271992	0.529962690193709	0.687657353738107	0.521103335393104	0.594911552996856	0.526238568385624	0.630068249998656	0.629586895270781	0.67042932022819	0.548009988423106	0.575431456782835	0.568713131789648	0.550501618097365	0.537444507142837	0.526544826205679	0.612259228883428	0.429690979691132	0.627228808490214	0.591390284254704	0.56097150157169	0.516965401463633	0.370547954514009
0.365709138423623	0.272817622421993	0.442961395419025	0.396350599214784	0.340894280041327	0.424219824590012	0.514050050821004	0.351697522435106	0.324117405852652	0.532527937926017	0.428624378151955	0.488389448394188	0.435666035731246	0.381953291388069	0.579918553261835	0.360129130601803	0.319794810226248	0.413105844327589	0.397822662994536	0.520249575907564	0.556524145975027	0.361003089212477	0.464147920867165	0.42325829695017	0.43165731792362	0.371191525247794	0.411951208306999	0.413733536415132	0.373913550301459	0.396255498914938	0.576955857924295	0.408350717175757	0.418098387571041	0.490063585923034	0.517698745974963	0.372564358662815	0.413958856797207	0.369928915663327	0.4218718344433	0.543608852735583	0.455944762732603	0.46444309481998	0.454050230627013	0.554798036854698	0.507879470468227	0.514058215220869	0.426931991570958	0.397929100700502	0.437419452056628	0.571427760898205	0.433344952895392	0.475913194665743	0.510682845028392	0.45745307483722	0.432744336080977	0.332132620385136	0.323604100670375	0.336580428847305	0.319574805296185	0.442083222897256	0.567312476108518	0.430100580671806	0.430408652477042	0.376898259481118	0.340968671558549	0.338096503649096	0.502483185745623	0.597691109622942	0.41470742213665	0.291605045247953	0.45061758181548	0.417566722322818	0.361136444859901	0.354783418063939	0.423916106208091	0.394393682818742	0.402566455371652	0.430002596642806	0.45365882305795	0.42142009262429	0.391380786236228	0.414508020194914	0.377900511626366	0.371307540498605	0.458075778310522	0.4329983630252	0.506095427808885	0.437450501918743	0.345424375553314	0.285962298064549	0.391487738395837	0.417694576916413	0.398085724701658	0.394960021766734	0.50936817683054	0.34928505973239
0.0821941186250168	0.0828776883800539	0.0606859385419109	0.0773040379808518	0.0550829622381293	0.0570562539191625	0.0468721249926039	0.0324730762153314	0.0610230634985301	0.0551615468448236	0.0628726359337123	0.036954667493096	0.0419249512761253	0.0685755052389979	0.0346655667015762	0.0380079043231602	0.0535055606767786	0.0589475756515967	0.0487220007357807	0.0584348873431324	0.0634858814394573	0.101516568150283	0.0597358163448466	0.0474230111244382	0.0449660329584821	0.107337926238776	0.0756887948252506	0.0407304444669367	0.0344253526804641	0.0551087658344185	0.0525920095162583	0.0624324877280078	0.105401675625721	0.0651529199561347	0.0334502586350816	0.0463408554748779	0.04427618091961	0.0502535767852045	0.0394754410746022	0.047580022734377	0.0424576874181802	0.123360178710302	0.106241867274491	0.0598599678050925	0.0519255508449191	0.0363583974806379	0.0632057349576691	0.0519448872658288	0.0383895100086387	0.094714736495231	0.108415483691686	0.0555986449736507	0.0568556373020245	0.0542740995495604	0.0313255159576367	0.0373046705413255	0.0350888196223361	0.0521605956565876	0.0426524900923992	0.0611215420266772	0.0628135109653817	0.0581728020526589	0.0620016997602051	0.0412074507342438	0.0398800463836466	0.0424051576797804	0.0722809601734366	0.0460762185166885	0.0465574811753269	0.0464571914418925	0.04928983513687	0.0568140686755305	0.0588901554927555	0.052669359912667	0.0826219126605531	0.0630794119962198	0.0612512366677812	0.0559466962250972	0.0589268325846529	0.0437515786008872	0.0669962400554196	0.0394120098942619	0.0474221079028918	0.0459338495827347	0.0339738264953464	0.0567327332849877	0.0570542756755512	0.0601599225950112	0.071915959351796	0.0584759490452207	0.0431508426781679	0.0577613746950926	0.0509109288975535	0.062784630802918	0.0544491563421015	0.0552856153733879
0.291694578068205	0.233918524424602	0.290824373019142	0.259270903903986	0.304453131199195	0.265046700171919	0.297731497079274	0.251742543218043	0.281604390289195	0.267556026988235	0.274920759449737	0.28278326778361	0.229814940478183	0.213910494524342	0.261835013205572	0.271347544937602	0.22971296581962	0.259364329423958	0.253872950761488	0.297923603017403	0.32132236985314	0.265726305636534	0.247067260891414	0.230879510139576	0.271596917656485	0.370846892358965	0.285480109104711	0.32722552412767	0.270456072075091	0.260008307829037	0.268302132820149	0.270435921058854	0.292803459235464	0.264125692245735	0.308755538660369	0.244578141621783	0.305087750068252	0.300999681061085	0.215640056580664	0.259815307428755	0.238581844426845	0.282691045413915	0.303041187374587	0.24350841686532	0.263554877665347	0.274894498910783	0.224818020445326	0.259650872778313	0.216485232922617	0.30267761631674	0.308630739487219	0.263124015862734	0.19755328067285	0.276996638659331	0.253531457938721	0.201362287167918	0.235960145768891	0.290293958135067	0.325944894702172	0.246193617730743	0.241593064000822	0.253632356288109	0.336583578981641	0.20810662537369	0.222812256893846	0.249079836035657	0.27975699010243	0.367219202761688	0.274773632338126	0.260248899081762	0.256891471687517	0.227595620930588	0.303706518500067	0.24285079425663	0.283813844654159	0.236091346091204	0.275957298147567	0.276549436402296	0.276425546690377	0.23321427087083	0.292279013684813	0.278283693956155	0.244419120517539	0.238211443337271	0.273090245070002	0.26967850421641	0.362370121660398	0.265427208086505	0.242914784880647	0.208133463609241	0.272962459781039	0.246615204989554	0.273074491220134	0.277692800238666	0.282349339637563	0.272551879970137
0.709535867103728	0.765673952569203	0.783309227694104	0.909281046847993	0.865010002472284	0.872672068942719	0.890222412781258	0.904882650621805	0.871179405980583	0.715461428576702	0.90497893376774	0.853868172993405	0.874373258778089	0.827954909730081	0.777026622621739	0.85267072870123	0.799197626663426	0.891366524685678	0.865226784424358	0.71002707322502	0.83581582801267	0.894088087673396	0.851576151334458	0.871118572262785	0.886126829529602	0.772449316348886	0.81353445174683	0.867110308313032	0.820404551886106	0.865399354514848	0.779903776637595	0.889765975137992	0.767233441450912	0.898301280301097	0.850596976735904	0.913502580183992	0.84990199997808	0.912579340568834	0.807217140472645	0.819335909038293	0.885074333269313	0.879862960673519	0.841356083331102	0.842738512551676	0.837790283554459	0.874681458397652	0.83057183808708	0.866715498762371	0.870959340622129	0.756026485263288	0.834360893742725	0.86601364803823	0.808939264136296	0.870269839049469	0.874484907990991	0.873125459634875	0.860860095009631	0.900653779433971	0.830007753852771	0.851428680586674	0.763392535167169	0.845281040355774	0.821640425730683	0.751472961348316	0.903182475746801	0.825122085536058	0.761241886196886	0.813173423622185	0.807970318025951	0.890148341795335	0.862664687139151	0.905395578535723	0.857873956698384	0.89122806599566	0.828732088376139	0.849517642122833	0.884641257593069	0.91481883248903	0.870912997880481	0.802173170426266	0.838547460694711	0.860305293178115	0.844448160391879	0.811326160431686	0.882488208193051	0.793165664682274	0.872789049146385	0.80573827050723	0.794295022141908	0.904709907934298	0.717696010660322	0.821969686638503	0.796001377139133	0.771556328665505	0.78921567190037	0.831348953023478
0.919072924650466	0.935305082853515	0.921245719530385	0.949612831736592	0.928376227333874	0.943586156295063	0.930479772719876	0.941853128849403	0.95062508906564	0.940407467440348	0.942446308856544	0.937202853758845	0.943142097259307	0.941318558393502	0.920532990402671	0.938275602359312	0.942754997563813	0.94327835972033	0.948719849879148	0.939906858261106	0.935623300429673	0.939201292925983	0.940313066672468	0.946256609941692	0.931793605591049	0.942837503799883	0.943906265597585	0.945409846848687	0.956430454276291	0.937742136959102	0.939883617935877	0.948568139563393	0.911991309454385	0.939627582789223	0.948124781801879	0.945388498501585	0.945971550498974	0.958479805773232	0.936410866153961	0.940494611591768	0.94354257891276	0.936442915348862	0.930269609704791	0.954553874193589	0.932816668977869	0.948042858832829	0.936841073220146	0.932094252379197	0.937035016474137	0.909801135488033	0.932834389170021	0.945759684677077	0.942592560091029	0.940061543697802	0.947208741263338	0.943167343963019	0.933410547064892	0.932359166145706	0.92879236983996	0.942683584545723	0.933425063851771	0.934122030923443	0.921189503454722	0.943453144578225	0.939814925003266	0.935288890699488	0.92361482372474	0.936887204913569	0.908620326758987	0.947937783869653	0.933402240484577	0.932921754873378	0.914202296380541	0.939580029397828	0.932237042754635	0.936545445517807	0.941352831419677	0.941345066709721	0.936018177666127	0.927344359161995	0.936927446015009	0.94402759945276	0.940569537266499	0.940884517347374	0.939288815896215	0.942419604664344	0.934140256488907	0.930862570927991	0.923133122122983	0.928771457321055	0.934654006168097	0.942663145418424	0.913415404592522	0.933318432780529	0.920425205774645	0.912093031592424
0.765279863185959	0.745590069129295	0.810221509499901	0.81760640542537	0.825628097205593	0.834943028465174	0.823622248481331	0.883451800531003	0.787644827436002	0.695715385524618	0.826245749088708	0.827654892795878	0.812551124392029	0.834008957110608	0.763053217820442	0.81700673733881	0.824498733895678	0.823491853166334	0.823277031408274	0.809467701800727	0.832911321213042	0.84106066734704	0.84544919838782	0.838270380849155	0.830049421945544	0.817070141711067	0.825615706116652	0.814638004872756	0.872221504501193	0.814148338579938	0.774326623748426	0.850858996355472	0.792210132663532	0.804477941955224	0.846342395431185	0.830267643726479	0.836917100500047	0.807089446064771	0.829587772801932	0.815233688200021	0.827594879693155	0.803429796555197	0.801103236948168	0.804578601598146	0.820597923451259	0.868370864934986	0.811591237771839	0.784191265691993	0.855348857026634	0.765307748265615	0.801017232129723	0.859200255363152	0.827260592148867	0.848344982713028	0.865779205089658	0.853219516204561	0.824763592333041	0.82694700645563	0.807835004149516	0.820222517167426	0.799058860979894	0.838182037506728	0.852874040223018	0.833090025084724	0.849486773388477	0.832225251118629	0.759411610455162	0.812741894684726	0.859978038967812	0.818827389173417	0.850990344700034	0.827971625045706	0.834919734167816	0.826455697222913	0.779145152050162	0.836760917914227	0.819242926804239	0.844196317896945	0.860491574391924	0.808015513734887	0.796380190183803	0.798134325764309	0.834920404367658	0.801594427855199	0.854433668539281	0.741421500278814	0.800779078465201	0.780943001013422	0.785571723978053	0.835637237165388	0.810740467690967	0.843257566590753	0.82757419779124	0.818009693876965	0.793830668604399	0.794184718192423
0.132573873800825	0.143664510031744	0.171808210869665	0.120968787530669	0.169909121342502	0.173760163363798	0.187857979564285	0.125011089218005	0.178442972260981	0.146624587264451	0.146454276400569	0.17509656261789	0.128798109207577	0.141525189959707	0.177442668044038	0.129154175748729	0.109029819203325	0.111895830922986	0.120976867927284	0.150443142511743	0.218220618530427	0.153666773465205	0.157324952637912	0.132359230093364	0.196934341889421	0.267337233378924	0.197929485697029	0.158403456229404	0.168052664576643	0.135765224634251	0.146684789630286	0.134568680675569	0.159833911777666	0.118037055610259	0.187142675435566	0.11076548099905	0.213120313161025	0.176379379595743	0.110229800243017	0.151648340657025	0.110114733967714	0.165162217147354	0.21520598353079	0.12581764805795	0.125070205295455	0.160205129904361	0.110955434282455	0.142795823692874	0.139687905326233	0.197504348771932	0.202605962740521	0.104911650588211	0.140463044235472	0.159812174732935	0.144308838245928	0.111121012886322	0.187703827227919	0.164898137796998	0.154307557827793	0.115878489065646	0.155088279796627	0.128375573236799	0.214786572722697	0.132384211598407	0.132045905907253	0.164888897911337	0.178332991889788	0.217024478106102	0.160754057335892	0.13074623194506	0.115431232202634	0.126516249242875	0.23944880747461	0.126228347543444	0.11749997815697	0.106501272821357	0.129584003904067	0.132126255379514	0.19364926715486	0.108025651968533	0.195359052125813	0.130164654783239	0.162460442708461	0.149738072501448	0.162880994762527	0.171131532277226	0.161149564826232	0.149987081158197	0.131941889118171	0.116424408880606	0.126664257524949	0.144302615107195	0.178136620224318	0.162856723541391	0.156392710756323	0.140294770513722
0.771596428512411	0.368436632399207	0.591063552695099	0.198793166020623	0.351967584255695	0.747760117573308	0.494437984330467	0.432567111879133	0.458943817756004	0.662939107559888	0.306571843528701	0.424375578431441	0.31168684093439	0.350011073330416	0.717638264694662	0.319468323802661	0.43861477430291	0.33807583530242	0.384526173645798	0.691897375349564	0.750663938834533	0.446799038929153	0.456065604777748	0.37002586778572	0.436119621125335	0.844262303307749	0.356525346653359	0.523427140264511	0.372803701553512	0.647821096517061	0.787366522351995	0.408611839389981	0.54032941425594	0.363569354179305	0.338524414737972	0.338312030783989	0.395716339707577	0.406995282396456	0.184670380692949	0.704951684196258	0.392949201601297	0.62189555654316	0.700915320304091	0.347514582396688	0.319194401587298	0.327867503621512	0.477208184205834	0.391475258331396	0.231525605479764	0.736659359925043	0.697432473397943	0.348299867472343	0.329614199252325	0.463670310148351	0.406461482524998	0.319537650661299	0.403258102942613	0.334319915438213	0.386668520698977	0.634211037302246	0.52644930828995	0.347738639907445	0.667374966403039	0.445891041009572	0.323349626143609	0.32766001909024	0.47214076944589	0.705975481855326	0.384920745179668	0.27045050021505	0.232283717285111	0.32626971990713	0.588863720165531	0.353947726310236	0.728001421947928	0.32911730102783	0.310285649510599	0.576495678433517	0.346526321899649	0.328884108471953	0.584587283653011	0.324830435058337	0.391527212947399	0.340690269283061	0.35998181099038	0.262536360189004	0.67483510770938	0.727125955686002	0.446744249759591	0.348064787802156	0.238019176261374	0.354239714865872	0.379011062817482	0.417295906723361	0.722084427605505	0.601054535864939
